latitude,longitude,blue_band,green_band,depth
28.83541666666667,50.10625,0.0402,0.03595,51.0
28.62708333333333,49.21041666666667,0.0488,0.0445,40.0
28.56458333333333,49.27291666666667,0.0466,0.0424,41.0
26.25208333333333,53.56458333333334,0.0404,0.0364,83.0
25.41875,54.68958333333334,0.0391333333333333,0.02995,25.0
26.106250000000003,53.35625,0.0388,0.03265,72.0
25.856250000000003,55.54375,0.0441,0.0361,42.0
27.147916666666667,56.37708333333334,0.1046,0.1194,6.0
28.210416666666667,49.25208333333333,0.0572,0.0472,31.0
26.981250000000003,49.68958333333333,0.129,0.1884,4.0
29.231250000000003,50.04375,0.0502,0.0462,42.0
25.606250000000003,53.18958333333333,0.0384,0.0312,35.0
30.06458333333334,49.81458333333333,0.1228,0.1285,4.0
25.710416666666667,55.37708333333334,0.0443,0.0367,34.0
26.460416666666667,51.79375,0.0447,0.036,40.0
24.37708333333333,53.25208333333334,0.0832,0.0814,9.0
25.793750000000003,55.73125,0.0509,0.04695,19.0
28.75208333333333,50.54375,0.039425,0.03465,46.0
26.75208333333333,51.96041666666667,0.0426,0.0372,67.0
24.79375,54.27291666666667,0.0404,0.0374,20.0
24.397916666666667,53.16875,0.1286,0.161,2.0
29.18958333333334,50.48125,0.05315,0.0402666666666666,35.0
28.606250000000003,50.52291666666667,0.03975,0.0322,58.0
26.793750000000003,52.16875,0.0457,0.0338,57.0
26.335416666666667,51.14791666666667,0.07025,0.067,11.0
24.73125,51.77291666666667,0.0681,0.0601,15.0
26.085416666666667,55.48125,0.0482,0.038,87.0
29.043750000000003,50.41875,0.0423285714285714,0.0364125,39.0
26.522916666666667,52.98125,0.03925,0.0311,83.0
29.89791666666667,48.06458333333333,0.1476,0.1924666666666666,5.0
28.481250000000003,50.18958333333333,0.0419,0.0354,55.0
24.81458333333333,52.60625,0.065,0.0562,8.0
29.75208333333334,49.33541666666667,0.08835,0.08,9.0
26.75208333333333,50.58541666666667,0.0469,0.0432,13.0
26.731250000000003,53.23125,0.04715,0.03975,88.0
24.93958333333333,54.48125,0.0477333333333333,0.0372,19.0
27.022916666666667,52.39791666666667,0.03865,0.031,81.0
27.585416666666667,49.52291666666667,0.06165,0.05815,10.0
27.460416666666667,50.64791666666667,0.03955,0.0352,65.0
26.272916666666667,55.41875,0.0445,0.03705,65.0
25.06458333333333,53.93958333333334,0.0585,0.0514,21.0
29.418750000000003,48.71041666666667,0.1002,0.0992,4.0
24.29375,51.71041666666667,0.04378,0.0398166666666666,5.0
26.897916666666667,53.10625,0.0498,0.04025,52.0
25.25208333333333,50.58541666666667,0.0339,0.030275,13.0
27.022916666666667,50.68958333333333,0.036,0.0322,20.0
26.106250000000003,53.00208333333333,0.0406,0.0309,66.0
24.585416666666667,51.66875,0.0576,0.05355,14.0
29.77291666666667,48.60625,0.116876923076923,0.14185,2.0
29.31458333333334,50.50208333333333,0.0558,0.04674,19.0
24.12708333333333,52.50208333333333,0.0604,0.0607,5.0
26.272916666666667,54.12708333333334,0.0474,0.0414,70.0
29.12708333333334,49.52291666666667,0.0477,0.04025,42.0
27.56458333333333,51.66875,0.08915,0.08735,18.0
26.606250000000003,52.71041666666667,0.0374,0.031175,77.0
27.772916666666667,50.39791666666667,0.0406,0.0324,58.0
26.085416666666667,56.06458333333334,0.0409,0.0353,44.0
28.87708333333333,49.18958333333333,0.0452,0.03865,39.0
26.585416666666667,51.29375,0.0465,0.0412,28.0
27.522916666666667,50.85625,0.0416,0.0368,61.0
24.085416666666667,52.27291666666667,0.05,0.0407,21.0
26.25208333333333,56.00208333333334,0.0432,0.037625,105.0
24.897916666666667,51.83541666666667,0.0576,0.0464,9.0
26.418750000000003,52.56458333333333,0.0393,0.0305,78.0
29.33541666666667,48.71041666666667,0.1023,0.09885,4.0
26.272916666666667,52.29375,0.03905,0.03045,56.0
26.293750000000003,55.48125,0.0448,0.0387,70.0
26.81458333333333,52.35625,0.0372333333333333,0.0301,64.0
28.62708333333333,49.77291666666667,0.05805,0.0516,52.0
26.647916666666667,51.41875,0.04025,0.03905,35.0
28.356250000000003,49.91875,0.04635,0.0487,54.0
26.418750000000003,50.52291666666667,0.0425,0.05055,2.0
24.73125,52.81458333333333,0.0481,0.0372,22.0
27.231250000000003,51.71041666666667,0.0494,0.0451,46.0
25.54375,52.79375,0.03555,0.02995,21.0
24.960416666666667,52.23125,0.05975,0.0488,7.0
26.043750000000003,53.68958333333334,0.04275,0.0351,74.0
26.897916666666667,53.21041666666667,0.0518,0.0434,32.0
24.48125,53.93958333333334,0.0572,0.0572,15.0
24.73125,53.81458333333334,0.0588,0.05275,17.0
29.12708333333334,48.68958333333333,0.0733,0.065,7.0
26.87708333333333,50.77291666666667,0.0386,0.0332,40.0
25.16875,55.06458333333334,0.0598,0.0555,16.0
25.23125,53.37708333333334,0.0459,0.0408,24.0
28.606250000000003,48.66875,0.0359,0.0331,26.0
26.168750000000003,52.77291666666667,0.0408,0.03,68.0
27.93958333333333,49.93958333333333,0.0481,0.0484,44.0
26.62708333333333,52.25208333333333,0.03725,0.03195,62.0
25.710416666666667,54.73125,0.0369,0.032225,52.0
27.210416666666667,49.75208333333333,0.0526,0.0497,30.0
27.87708333333333,48.85625,0.0494,0.0611,2.0
26.62708333333333,53.71041666666667,0.0488,0.04065,50.0
27.293750000000003,50.54375,0.0377,0.03245,59.0
28.022916666666667,50.54375,0.04045,0.035475,59.0
24.73125,52.83541666666667,0.0474,0.0365,22.0
27.293750000000003,50.04375,0.0381,0.030675,57.0
27.12708333333333,50.91875,0.03985,0.03485,65.0
26.647916666666667,50.91875,0.0425,0.0391,25.0
26.25208333333333,53.08541666666667,0.04335,0.034425,78.0
26.668750000000003,50.66875,0.0454,0.0392,16.0
24.43958333333333,54.25208333333334,0.1578,0.1758,2.0
28.31458333333333,50.89791666666667,0.0496,0.0378,45.0
26.043750000000003,52.12708333333333,0.0417333333333333,0.0336,41.0
26.543750000000003,55.39791666666667,0.1538,0.1694,6.0
25.335416666666667,53.93958333333334,0.0411,0.0312,30.0
27.793750000000003,49.96041666666667,0.0548,0.05085,51.0
26.481250000000003,52.18958333333333,0.03495,0.02985,64.0
28.89791666666667,49.08541666666667,0.044,0.0385,38.0
29.37708333333334,49.31458333333333,0.0472,0.0421,10.0
29.00208333333334,50.79375,0.1286,0.1501,3.0
29.00208333333334,49.68958333333333,0.0479,0.0445,45.0
28.56458333333333,50.87708333333333,0.0502,0.0392,32.0
29.356250000000003,49.31458333333333,0.0456,0.039,11.0
29.12708333333334,48.29375,0.0346666666666666,0.03275,29.0
27.43958333333333,50.12708333333333,0.0353333333333333,0.0299,56.0
26.168750000000003,54.33541666666667,0.03855,0.0308,101.0
24.647916666666667,51.85625,0.0566,0.0468666666666666,8.0
25.81458333333333,52.62708333333333,0.0359,0.02605,25.0
25.18958333333333,52.68958333333333,0.0431,0.03575,17.0
27.62708333333333,51.35625,0.0713,0.0647,32.0
25.147916666666667,50.66875,0.03565,0.03205,11.0
25.397916666666667,52.33541666666667,0.0397,0.0342,27.0
26.043750000000003,52.98125,0.0369,0.02835,68.0
24.710416666666667,54.56458333333334,0.1241,0.1354,6.0
26.18958333333333,51.89791666666667,0.05,0.045775,33.0
25.23125,50.54375,0.0437,0.0417,8.0
28.168750000000003,48.83541666666667,0.067,0.0698,8.0
25.35625,54.16875,0.0316,0.0264,29.0
26.231250000000003,54.02291666666667,0.0476,0.0401125,95.0
26.56458333333333,55.21041666666667,0.15765,0.1724,7.0
28.793750000000003,50.71041666666667,0.0528,0.0436333333333333,29.0
27.460416666666667,52.48125,0.0492,0.04105,49.0
25.793750000000003,54.08541666666667,0.03855,0.0293,69.0
25.085416666666667,51.96041666666667,0.08535,0.0791,6.0
27.68958333333333,49.04375,0.053125,0.0554,7.0
28.81458333333333,48.46041666666667,0.04485,0.0409,17.0
26.293750000000003,51.83541666666667,0.0534,0.0437,25.0
24.23125,52.33541666666667,0.0505,0.0396,22.0
25.56458333333333,56.37708333333334,0.0438,0.0374,77.0
28.085416666666667,50.31458333333333,0.04005,0.0305,59.0
24.835416666666667,52.16875,0.053925,0.04445,19.0
28.37708333333333,49.33541666666667,0.04825,0.0457,44.0
26.356250000000003,53.85625,0.0488,0.0418,96.0
25.75208333333333,55.60625,0.0467,0.0422,27.0
28.418750000000003,48.89791666666667,0.0532,0.0494,22.0
27.25208333333333,51.12708333333333,0.04475,0.0387,71.0
26.856250000000003,51.83541666666667,0.0485,0.0457,65.0
24.73125,52.37708333333333,0.0418,0.0335,27.0
28.12708333333333,49.62708333333333,0.0556,0.0542,32.0
26.022916666666667,55.73125,0.04255,0.03435,51.0
25.68958333333333,55.10625,0.04515,0.0365,35.0
26.731250000000003,51.89791666666667,0.0449,0.0451,68.0
25.35625,54.58541666666667,0.03875,0.0315,27.0
24.835416666666667,52.02291666666667,0.055125,0.04226,16.0
29.418750000000003,49.21041666666667,0.0554,0.0474,3.0
29.856250000000003,48.73125,0.1094,0.1426,2.0
26.00208333333333,51.48125,0.06825,0.0696,9.0
28.89791666666667,50.23125,0.0462,0.03885,52.0
24.31458333333333,51.54375,0.049,0.0475,8.0
29.46041666666667,49.25208333333333,0.0574,0.0478,2.0
29.87708333333334,49.68958333333333,0.1163,0.1261,4.0
27.12708333333333,51.46041666666667,0.04465,0.03805,72.0
29.64791666666667,49.91875,0.06085,0.0559,11.0
26.356250000000003,54.02291666666667,0.04915,0.0427,84.0
24.60625,53.48125,0.0695,0.061,9.0
26.397916666666667,55.14791666666667,0.081075,0.075,20.0
26.022916666666667,54.35625,0.03735,0.03215,79.0
24.91875,54.81458333333334,0.0761,0.07135,8.0
28.68958333333333,48.48125,0.0566,0.0486,13.0
27.043750000000003,50.93958333333333,0.0371,0.033125,62.0
27.31458333333333,50.46041666666667,0.0374,0.0307,61.0
29.27291666666667,49.41875,0.0424,0.0376,30.0
25.835416666666667,53.68958333333334,0.0436,0.03465,68.0
24.18958333333333,52.66875,0.05775,0.05215,7.0
24.35625,54.12708333333334,0.08438,0.09515,2.0
27.856250000000003,50.25208333333333,0.03805,0.0299,50.0
24.23125,53.46041666666667,0.1092,0.1288,4.0
24.85625,54.41875,0.0465083333333333,0.0373,19.0
25.731250000000003,55.46041666666667,0.0413,0.0383,36.0
25.00208333333333,54.37708333333334,0.0321666666666666,0.0252,22.0
26.335416666666667,55.75208333333334,0.0453,0.0374,67.0
25.272916666666667,53.93958333333334,0.0421,0.039775,28.0
27.106250000000003,50.93958333333333,0.041375,0.0324,67.0
27.481250000000003,50.79375,0.0394,0.0326,58.0
26.56458333333333,54.14791666666667,0.04715,0.038,38.0
27.606250000000003,49.68958333333333,0.0502,0.0536,24.0
29.12708333333334,49.66875,0.0455,0.04105,38.0
29.21041666666667,49.21041666666667,0.04565,0.0399,34.0
26.522916666666667,53.35625,0.04465,0.03725,93.0
28.210416666666667,50.81458333333333,0.036,0.0306,58.0
28.77291666666667,50.93958333333333,0.117,0.1248,3.0
27.12708333333333,50.98125,0.0421,0.0324,66.0
25.897916666666667,53.73125,0.037,0.03385,73.0
26.043750000000003,52.56458333333333,0.03805,0.034325,49.0
27.231250000000003,52.23125,0.04145,0.04015,75.0
24.897916666666667,54.56458333333334,0.05345,0.0425083333333333,16.0
26.918750000000003,52.04375,0.0438,0.0375,53.0
27.12708333333333,52.50208333333333,0.04366,0.0355,74.0
28.52291666666667,51.08541666666667,0.1261,0.1429,3.0
25.29375,54.54375,0.0394,0.030675,26.0
24.31458333333333,51.46041666666667,0.2886,0.3384,1.0
28.106250000000003,48.79375,0.0544,0.0569,6.0
25.25208333333333,53.04375,0.041075,0.032325,22.0
26.56458333333333,55.08541666666667,0.147875,0.1504,7.0
27.543750000000003,52.02291666666667,0.0468,0.0413,56.0
28.96041666666667,50.35625,0.043425,0.0345,48.0
24.585416666666667,53.10625,0.088,0.1025,2.0
26.272916666666667,54.93958333333334,0.0456333333333333,0.0387666666666666,80.0
26.81458333333333,52.25208333333333,0.04015,0.0335,61.0
29.14791666666667,50.00208333333333,0.0547,0.0422,39.0
25.918750000000003,51.68958333333333,0.067,0.0629,22.0
28.87708333333333,50.08541666666667,0.04365,0.0394,53.0
25.35625,52.25208333333333,0.04055,0.03325,18.0
27.210416666666667,51.33541666666667,0.0436,0.03845,75.0
26.50208333333333,53.62708333333334,0.04445,0.0394,82.0
28.12708333333333,50.41875,0.03895,0.032,61.0
26.68958333333333,52.77291666666667,0.04125,0.034325,77.0
27.00208333333333,50.52291666666667,0.0384,0.0327,37.0
29.043750000000003,48.93958333333333,0.0341,0.0335,35.0
26.335416666666667,53.56458333333334,0.0447,0.0367,92.0
29.71041666666667,48.79375,0.0651,0.067,6.0
26.772916666666667,52.52291666666667,0.0363,0.02995,34.0
25.06458333333333,52.91875,0.0434,0.0399,20.0
27.06458333333333,52.58541666666667,0.0412916666666666,0.0333199999999999,77.0
26.710416666666667,52.23125,0.0379,0.03,66.0
28.25208333333333,50.33541666666667,0.0411,0.0307666666666666,59.0
29.37708333333334,48.21041666666667,0.1267,0.1537,1.0
28.335416666666667,50.12708333333333,0.0436,0.03975,59.0
27.022916666666667,56.397916666666674,0.063,0.0563,38.0
25.147916666666667,52.46041666666667,0.052,0.0411,15.0
26.06458333333333,55.46041666666667,0.0456,0.0343,85.0
25.397916666666667,54.54375,0.0379,0.0306399999999999,27.0
24.37708333333333,51.33541666666667,0.0444,0.0448666666666666,7.0
26.25208333333333,51.71041666666667,0.0498,0.0458,27.0
28.085416666666667,49.41875,0.0651,0.0577,38.0
25.668750000000003,53.16875,0.042,0.03105,42.0
25.710416666666667,50.23125,0.1433,0.1994,6.0
27.12708333333333,49.48125,0.2113,0.2798,1.0
28.68958333333333,50.21041666666667,0.04085,0.03855,54.0
25.04375,52.93958333333333,0.05,0.0392,17.0
26.543750000000003,51.96041666666667,0.038,0.0353,55.0
28.37708333333333,49.66875,0.0477,0.0468,43.0
25.37708333333333,51.89791666666667,0.0572,0.057,16.0
29.918750000000003,49.35625,0.1088,0.109,7.0
29.25208333333334,48.16875,0.04894,0.0531,21.0
30.14791666666667,49.96041666666667,0.103,0.1032,5.0
25.10625,53.39791666666667,0.0416,0.0404,22.0
26.335416666666667,54.04375,0.0451,0.03845,80.0
28.106250000000003,48.68958333333333,0.0468,0.0505,7.0
24.397916666666667,54.31458333333334,0.0746,0.086625,1.0
27.37708333333333,52.52291666666667,0.0506,0.04205,61.0
27.731250000000003,49.64791666666667,0.0487,0.0483,44.0
26.335416666666667,55.16875,0.0547666666666666,0.0443,58.0
29.12708333333334,50.23125,0.05915,0.05265,50.0
27.731250000000003,51.39791666666667,0.1179,0.1147,21.0
27.022916666666667,51.48125,0.04375,0.03955,72.0
28.918750000000003,50.21041666666667,0.046,0.0393,48.0
27.68958333333333,50.58541666666667,0.0374,0.03185,56.0
25.272916666666667,51.77291666666667,0.0656,0.0578,24.0
25.50208333333333,53.98125,0.04255,0.03625,34.0
27.210416666666667,51.21041666666667,0.0452,0.0391,74.0
24.98125,54.25208333333334,0.0392,0.0353,17.0
24.98125,52.89791666666667,0.0491,0.0406,18.0
26.647916666666667,53.37708333333334,0.0452,0.0402,88.0
26.606250000000003,51.43958333333333,0.0369,0.0333,25.0
25.10625,54.43958333333334,0.0417,0.0354,23.0
28.335416666666667,48.62708333333333,0.0468,0.0416,16.0
26.772916666666667,52.71041666666667,0.0378,0.0322,77.0
26.606250000000003,56.085416666666674,0.0433,0.0356666666666666,62.0
25.35625,56.35625,0.0534,0.053,3.0
24.25208333333333,53.77291666666667,0.1368,0.163,1.0
26.93958333333333,50.39791666666667,0.0384,0.0333,27.0
25.522916666666667,52.96041666666667,0.03615,0.0314,44.0
26.585416666666667,53.48125,0.0442,0.0401,78.0
26.835416666666667,51.93958333333333,0.0439,0.03745,49.0
28.272916666666667,49.66875,0.0542,0.0588,47.0
26.710416666666667,56.25208333333334,0.0456,0.0388,66.0
28.00208333333333,50.02291666666667,0.04755,0.0408333333333333,49.0
25.25208333333333,51.60625,0.27775,0.3292,5.0
28.397916666666667,49.23125,0.0464,0.0398,36.0
28.83541666666667,50.81458333333333,0.1123,0.1151,3.0
28.71041666666667,48.96041666666667,0.03835,0.0337083333333333,40.0
26.918750000000003,51.27291666666667,0.04025,0.03055,60.0
27.543750000000003,52.18958333333333,0.0518,0.0404,74.0
25.68958333333333,52.81458333333333,0.0379,0.0278,53.0
27.897916666666667,49.18958333333333,0.064,0.04875,9.0
25.12708333333333,51.64791666666667,0.09465,0.0903,4.0
30.14791666666667,49.21041666666667,0.1416,0.1838,1.0
29.87708333333334,48.50208333333333,0.116475,0.1556666666666666,1.0
26.06458333333333,51.43958333333333,0.07205,0.07,9.0
26.106250000000003,54.21041666666667,0.03805,0.0304333333333333,84.0
24.91875,50.71041666666667,0.0659,0.0701,7.0
28.793750000000003,49.23125,0.047,0.0403,39.0
28.481250000000003,50.81458333333333,0.0406,0.0356,41.0
26.93958333333333,55.96041666666667,0.1047,0.10055,2.0
28.43958333333333,48.62708333333333,0.0432,0.0416,19.0
27.772916666666667,50.62708333333333,0.03795,0.0323,61.0
25.81458333333333,55.04375,0.04186,0.0356,54.0
26.731250000000003,50.41875,0.048,0.0437,14.0
27.37708333333333,52.16875,0.0463,0.0388,66.0
29.06458333333334,49.02291666666667,0.0356,0.0334,34.0
27.31458333333333,50.29375,0.037775,0.0307333333333333,52.0
27.75208333333333,49.93958333333333,0.0492,0.05,38.0
24.31458333333333,54.02291666666667,0.069825,0.0735,3.0
26.085416666666667,55.87708333333334,0.0429,0.0347,61.0
27.31458333333333,50.18958333333333,0.036775,0.0296083333333333,54.0
28.58541666666667,50.41875,0.0418333333333333,0.034275,55.0
29.293750000000003,50.16875,0.04635,0.04655,40.0
25.29375,53.58541666666667,0.0373125,0.03145,26.0
26.272916666666667,56.16875,0.04415,0.03835,91.0
26.543750000000003,52.33541666666667,0.0379,0.0298333333333333,72.0
28.12708333333333,49.43958333333333,0.0535,0.0511,42.0
28.68958333333333,48.56458333333333,0.0398,0.0352,23.0
26.37708333333333,51.87708333333333,0.0374,0.037,38.0
27.147916666666667,49.41875,0.0774,0.1206,1.0
25.647916666666667,53.48125,0.0423,0.036,55.0
29.71041666666667,49.29375,0.0866,0.0787,7.0
27.168750000000003,51.54375,0.0464,0.0416,71.0
25.04375,54.93958333333334,0.06235,0.0627,11.0
27.585416666666667,49.46041666666667,0.0789,0.0779,7.0
28.31458333333333,50.77291666666667,0.0381,0.0289,58.0
27.043750000000003,50.35625,0.03632,0.0322666666666666,39.0
25.93958333333333,52.25208333333333,0.03865,0.0308,38.0
25.085416666666667,53.75208333333334,0.04865,0.041,30.0
26.272916666666667,55.60625,0.0425,0.0388,76.0
24.522916666666667,51.56458333333333,0.0476,0.0468,4.0
25.29375,55.12708333333334,0.0577,0.0497,22.0
27.731250000000003,51.18958333333333,0.0626,0.0574,52.0
25.00208333333333,53.56458333333334,0.04445,0.0369,23.0
27.31458333333333,51.85625,0.0447,0.0424,50.0
25.397916666666667,51.64791666666667,0.08875,0.095,4.0
25.35625,52.52291666666667,0.03285,0.0282,24.0
26.293750000000003,53.08541666666667,0.0439,0.0349,83.0
29.33541666666667,49.39791666666667,0.0458,0.0394,32.0
27.168750000000003,51.39791666666667,0.0474,0.041,72.0
26.522916666666667,50.48125,0.0781,0.0772,5.0
29.62708333333334,50.16875,0.071,0.0646,26.0
25.710416666666667,50.66875,0.0578,0.0609,6.0
28.37708333333333,49.46041666666667,0.055,0.042,47.0
25.335416666666667,54.48125,0.0379333333333333,0.03005,33.0
24.00208333333333,51.91875,0.159,0.2282,1.0
28.25208333333333,49.04375,0.0591,0.0540666666666666,21.0
25.04375,55.08541666666667,0.0620666666666666,0.065,6.0
27.897916666666667,49.29375,0.0542,0.0501,25.0
26.418750000000003,52.14791666666667,0.0354,0.03005,59.0
24.98125,53.79375,0.0598,0.05335,21.0
29.50208333333334,50.29375,0.0694,0.062,23.0
24.585416666666667,52.35625,0.0437,0.0349,18.0
29.043750000000003,48.73125,0.038,0.0346,33.0
27.231250000000003,49.60625,0.0938,0.1208,2.0
25.10625,53.75208333333334,0.0521,0.04155,28.0
26.647916666666667,52.58541666666667,0.036765,0.0299666666666666,82.0
27.62708333333333,49.93958333333333,0.0521,0.052,54.0
24.87708333333333,56.43958333333334,0.0429,0.03785,17.0
27.25208333333333,52.48125,0.0458,0.03645,77.0
26.918750000000003,56.272916666666674,0.0654,0.05475,7.0
25.585416666666667,54.68958333333334,0.0371166666666666,0.0307,45.0
25.68958333333333,50.54375,0.03505,0.0355,5.0
26.168750000000003,53.00208333333333,0.0415166666666666,0.0327416666666666,72.0
29.25208333333334,48.60625,0.0974,0.0973,12.0
29.83541666666667,50.00208333333333,0.075275,0.0637666666666666,12.0
26.897916666666667,52.48125,0.0393,0.03105,83.0
26.210416666666667,54.37708333333334,0.04435,0.0356,99.0
27.981250000000003,50.04375,0.0489,0.0463,51.0
26.835416666666667,50.37708333333333,0.0422,0.036,16.0
27.293750000000003,50.02291666666667,0.0386571428571428,0.0306833333333333,56.0
27.87708333333333,50.50208333333333,0.03935,0.03425,58.0
26.210416666666667,52.08541666666667,0.03995,0.0366166666666666,30.0
27.00208333333333,49.68958333333333,0.0946,0.107,4.0
24.85625,52.12708333333333,0.0596333333333333,0.0466,8.0
29.668750000000003,49.83541666666667,0.0716,0.0629,5.0
26.168750000000003,53.50208333333334,0.04235,0.03525,78.0
29.168750000000003,50.46041666666667,0.04745,0.0379333333333333,40.0
26.960416666666667,50.04375,0.0359666666666666,0.03085,40.0
25.87708333333333,52.77291666666667,0.0383,0.031,57.0
28.68958333333333,50.25208333333333,0.0414,0.0343,54.0
29.83541666666667,48.87708333333333,0.0846,0.0942,5.0
24.85625,50.73125,0.1152,0.1654,1.0
25.085416666666667,56.397916666666674,0.041,0.03435,26.0
25.960416666666667,54.08541666666667,0.04055,0.0333,79.0
25.981250000000003,53.75208333333334,0.0426,0.0374,75.0
27.710416666666667,52.16875,0.06585,0.0605,13.0
29.856250000000003,49.52291666666667,0.0937,0.094,8.0
26.460416666666667,50.33541666666667,0.05735,0.0541,7.0
25.56458333333333,54.08541666666667,0.040725,0.03084,34.0
27.293750000000003,51.41875,0.04865,0.044,69.0
25.731250000000003,52.71041666666667,0.0362,0.027,45.0
27.606250000000003,48.87708333333333,0.1136,0.1612,1.0
25.022916666666667,50.62708333333333,0.0343,0.03405,6.0
26.50208333333333,51.56458333333333,0.0448,0.0395,31.0
26.18958333333333,52.60625,0.0371,0.030175,62.0
27.856250000000003,50.79375,0.0415,0.0352,62.0
26.772916666666667,56.37708333333334,0.0458,0.0398,60.0
24.93958333333333,54.93958333333334,0.3101,0.4087,2.0
27.418750000000003,51.77291666666667,0.0538,0.0466,55.0
27.418750000000003,51.35625,0.0452,0.0386,77.0
26.00208333333333,52.68958333333333,0.03775,0.0266,58.0
28.25208333333333,51.16875,0.0961,0.0938,5.0
25.50208333333333,52.33541666666667,0.0397,0.0323,33.0
25.43958333333333,52.56458333333333,0.0339,0.02785,33.0
24.54375,54.08541666666667,0.0475,0.0354,16.0
29.02291666666667,48.91875,0.03755,0.0337,34.0
28.293750000000003,50.37708333333333,0.039,0.0324,60.0
25.981250000000003,54.50208333333334,0.03955,0.03315,84.0
25.897916666666667,52.48125,0.03605,0.0302,50.0
30.106250000000003,49.43958333333333,0.156,0.2092,1.0
24.87708333333333,51.66875,0.054,0.0496,14.0
26.50208333333333,52.16875,0.0398,0.0304,64.0
26.147916666666667,50.93958333333333,0.0522666666666666,0.0564,5.0
25.75208333333333,52.48125,0.0389666666666666,0.0313,33.0
24.91875,53.21041666666667,0.0503,0.041,18.0
25.54375,55.39791666666667,0.0488,0.0465,20.0
28.64791666666667,49.66875,0.0552,0.0503,48.0
25.397916666666667,53.75208333333334,0.0381,0.0329,31.0
28.168750000000003,48.93958333333333,0.0664,0.0624,9.0
26.481250000000003,55.41875,0.1444,0.1416,5.0
24.73125,53.08541666666667,0.0566,0.046,13.0
29.06458333333334,49.33541666666667,0.0466,0.0382,37.0
25.210416666666667,53.23125,0.0501,0.0454,14.0
26.356250000000003,53.39791666666667,0.04415,0.0393,81.0
24.81458333333333,52.71041666666667,0.0557,0.0435,11.0
27.75208333333333,49.66875,0.0484,0.05455,39.0
25.793750000000003,53.02291666666667,0.040075,0.032,57.0
27.31458333333333,50.27291666666667,0.0393,0.0291666666666666,54.0
26.856250000000003,51.87708333333333,0.0489,0.0447,64.0
25.856250000000003,55.71041666666667,0.04705,0.0391,36.0
29.81458333333334,48.56458333333333,0.1320666666666666,0.16785,2.0
25.606250000000003,52.56458333333333,0.0351,0.025,34.0
27.897916666666667,51.14791666666667,0.0636,0.05435,39.0
29.731250000000003,50.18958333333333,0.0812,0.073,11.0
26.293750000000003,52.37708333333333,0.0396,0.03155,57.0
25.397916666666667,52.14791666666667,0.04115,0.034025,33.0
24.210416666666667,53.37708333333334,0.1452,0.2354,3.0
26.231250000000003,51.54375,0.05045,0.04575,25.0
27.50208333333333,51.41875,0.0646,0.05775,35.0
25.25208333333333,53.71041666666667,0.0428333333333333,0.0358,34.0
25.918750000000003,55.41875,0.04435,0.0372,41.0
25.41875,55.06458333333334,0.0477,0.04045,23.0
28.731250000000003,49.87708333333333,0.049,0.0424,53.0
27.31458333333333,51.41875,0.04975,0.0418,74.0
28.71041666666667,49.02291666666667,0.0402666666666666,0.03595,35.0
27.37708333333333,49.75208333333333,0.04975,0.04855,31.0
26.835416666666667,52.83541666666667,0.03875,0.0333,81.0
25.93958333333333,50.39791666666667,0.03705,0.0329,15.0
